sentence1	sentence2	label
Tu rastejo glive v notranjosti rastlinskih celic, kar jim omogoča izmenjavo hranil z gostiteljem, hkrati pa pošiljajo signale, ki zavirajo imunski sistem rastline.	Pri tem glive rastejo znotraj rastlinskih celic, kar jim omogoča izmenjavo hranil z gostiteljem, hkrati pa pošiljajo signale, ki zavirajo imunski sistem rastline.	1
Zdravniki lahko bolnike tudi spodbudijo, da prepričajo svoje partnerje, naj se obrnejo na zdravnika.	Zdravniki lahko tudi spodbudijo bolnike, da svoje partnerje prepričajo, naj kontaktirajo zdravnika.	1
Zdravniki lahko tudi spodbudijo bolnike, da svoje partnerje prepričajo, naj kontaktirajo zdravnika.	Zdravniki lahko tudi spodbujajo bolnike, da svoje partnerje napotijo k zdravniku.	1
Največja piramida po prostornini je Velika piramida v Choluli v mehiški zvezni državi Puebla.	Največja piramida po prostornini je Velika piramida Cholula v mehiški zvezni državi Puebla.	1
Največja piramida po prostornini je Velika piramida Cholula v mehiški zvezni državi Puebla.	Največja piramida po prostornini je Velika piramida v Choluli, v mehiški državi Puebla.	1
Klobuk je kos oblačila, ki se nosi na glavi.	Klobuk je oblačilo, ki se nosi na glavi.	1
Zadet je bil vlak, v katerem so prevažali približno 4000 zapornikov v bližnje koncentracijsko taborišče Bergen-Belsen.	Vlak, ki je prevažal približno 4000 zapornikov v bližnje koncentracijsko taborišče Bergen-Belsen, je zadet.	1
Vlak, ki je prevažal približno 4000 zapornikov v bližnje koncentracijsko taborišče Bergen-Belsen, je zadet.	Vlak, na katerem je približno 4 000 zapornikov, ki so bili odpeljani v bližnje koncentracijsko taborišče Bergen-Belsen, je zadet.	1
Družba ima pravico zahtevati poročilo o delu od vsakega javnega uslužbenca v administraciji.	Družba ima pravico, da od vsakega javnega uslužbenca v upravi zahteva poročilo o delu.	1
Družba ima pravico, da od katerega koli uslužbenca uprave zahteva poročilo o poslovanju.	Družba ima pravico, da od vsakega javnega uslužbenca v upravi zahteva poročilo o delu.	1
Posledično so s pomočjo ruskih pregovorov 12. maja 1994 dosegli neuradno premirje, ki velja še danes.	Zato je bila 12. maja 1994 s pomočjo ruskih pregovorov sklenjena neformalna prekinitev ognja, ki velja še danes.	1
Posledično so s pomočjo ruskih pregovorov 12. maja 1994 dosegli neuradno premirje, ki velja še danes.	Zato je bilo 12. maja 1994 s pomočjo ruskih pregovorov doseženo neformalno premirje, ki velja še danes.	1
Situacija je povzročila napetosti in spore med obema strankama.	To je povzročilo napetosti in spore med obema stranema.	1
Lik Batmana se je prvič pojavil maja 1939 na straneh 27. številke stripa Detective Comics.	Batman se je prvič pojavil maja 1939 na straneh 27. številke Detective Comics.	1
Lik Batmana se je prvič pojavil maja 1939 na straneh 27. številke stripa Detective Comics.	Batman se je prvič pojavil v 27. številki Detective Comics maja 1939.	1
Prizadene več kot 150 drugih živali.	Prizadetih je več kot 150 drugih živali.	1
Prizadene več kot 150 drugih živali.	Prizadene še več kot 150 drugih živali.	1
Kapital mora rasti, sicer proces propade.	Kapital se mora povečati, sicer bo proces propadel.	1
Kapital mora rasti, drugače proces propade.	Kapital se mora povečati, sicer bo proces propadel.	1
Irsko cestno omrežje je osredotočeno predvsem na Dublin.	Irska cestna mreža se osredotoča predvsem na Dublin.	1
Irsko cestno omrežje je osredotočeno predvsem na Dublin.	Irsko cestno omrežje je večinoma osredotočeno na Dublin.	1
Vse kandidate mora odobriti Svet varuhov.	Vse kandidate mora odobriti Svet čuvarjev.	1
Vse kandidate mora odobriti Svet varuhov.	Vse kandidate mora odobriti odbor varuhov.	1
To bo verjetno prva parazitska bolezen, ki bo izkoreninjena na svetu.	Najverjetneje bo prva parazitska bolezen, ki bo izkoreninjena v celem svetu.	1
To bo verjetno prva parazitska bolezen, ki bo izkoreninjena na svetu.	To bo verjetno prva parazitska bolezen, ki bo izkoreninjena po vsem svetu.	1
Sprva sta živela v Parizu.	Najprej sta živela v Parizu.	1
Sprva sta živela v Parizu.	Sprva so živeli v Parizu.	1
Pomembna sta tudi ribištvo in živinoreja.	Pomembna sta tudi ribolov in živinoreja.	1
Charlotte se spomni, da je pred materino smrtjo obljubila, da se bo poročila z Albertom.	Charlotte se spominja, da je pred smrtjo materi obljubila, da se bo poročila z Albertom.	1
Charlotte se spominja, da je pred smrtjo materi obljubila, da se bo poročila z Albertom.	Charlotte se spomni, da je materi pred smrtjo obljubila, da se bo poročila z Albertom.	1
Kajenje ima pomemben vpliv na posameznikovo težo.	Kajenje pomembno vpliva na telesno težo posameznika.	1
Kajenje pomembno vpliva na telesno težo.	Kajenje pomembno vpliva na telesno težo posameznika.	1
Samo božjo voljo hočem izpolniti.	Hočem samo izpolnjevati Božjo voljo.	1
Hočem samo izpolnjevati Božjo voljo.	Hočem izpolnjevati samo Božjo voljo.	1
Od leta 1935 je delal v svojem bakteriološkem laboratoriju, ki ga je ustanovil že prej.	Od leta 1935 je delal v svojem bakteriološkem laboratoriju, ki ga je pred tem ustanovil.	1
Od leta 1935 je delal v svojem bakteriološkem laboratoriju, ki ga je pred tem ustanovil.	Od 1935 je delal v lastnem bakteriološkem laboratoriju, ki ga je bil ustanovil že prej.	1
Od leta 1948 je deloval kot novinar.	Od leta 1948 je novinar.	1
Od leta 1948 je deloval kot novinar.	Od leta 1948 je delal kot novinar.	1
Al Kamil je pristal na osemletni mirovni sporazum z Evropo.	Al-Kamil pristane na osemletni mirovni sporazum z Evropo.	1
Ta kombinacija evropskih in severnoafriških tehnologij za gradnjo ladij je prvič omogočila obsežno trgovino in potovanje čez Atlantik.	Ta kombinacija evropskih in severnoafriških ladjedelniških tehnologij je prvič omogočila obsežno trgovino in potovanja čez Atlantik.	1
Ta kombinacija evropskih in severnoafriških ladjedelniških tehnologij je prvič omogočila obsežno trgovino in potovanja čez Atlantik.	Ta kombinacija evropskih in severnoafriških ladjedelniških tehnologij je prvič omogočila obsežno trgovanje in potovanje čez Atlantik.	1
Obstajajo kristjani, ki čutijo enako.	Obstajajo tudi kristjani, ki podobno občutijo.	1
Izučil je številne mlade pesnike.	Vzgojil je številne mlade pesnike.	1
Prebivalci so jih sprejeli z velikim navdušenjem.	Prebivalstvo jih je sprejelo z velikim navdušenjem.	1
Evolucija na dolgi rok ustvarja nove vrste tako, da ločuje izvorne populacije organizmov v nove skupine, ki se ne morejo ali ne želijo križati.	Dolgoročno evolucija ustvarja nove vrste z delitvijo prvotnih populacij organizmov v nove skupine, ki se ne morejo ali nočejo križati.	1
Evolucija na dolgi rok ustvarja nove vrste tako, da ločuje izvorne populacije organizmov v nove skupine, ki se ne morejo ali ne želijo križati.	Dolgoročno evolucija ustvarja nove vrste z ločevanjem prvotnih populacij organizmov v nove skupine, ki se ne morejo ali nočejo križati.	1
Rodil se je v Rimu v plemiški družini.	Rojen je bil v Rimu v plemeniti družini.	1
Leta 1961 je predsednik Kennedy kongresu predstavil predlog, da bi do konca desetletja na Luno poslali človeka.	Leta 1961 je predsednik Kennedy kongresu predložil predlog, da bi do konca desetletja na Luno poslali človeka.	1
Leta 1961 je predsednik Kennedy kongresu predložil predlog, da bi do konca desetletja na Luno poslali človeka.	Leta 1961 je predsednik Kennedy Kongresu predstavil predlog, da bi do konca desetletja na Luno poslali človeka.	1
Zdi se, da uživanje kave, vitamina C in mlečnih izdelkov ter telesna dejavnost zmanjšujejo tveganje.	Zdi se, da uživanje kave, vitamina C ter mlečnih proizvodov in tudi telesna dejavnost zmanjšujejo tveganje.	1
Njen materni jezik je litovščina, eden od dveh ohranjenih baltskih jezikov.	Njihov materni jezik je litovščina, eden izmed zgolj dveh preživelih baltskih jezikov.	1
Njihov materni jezik je litovščina, eden od dveh ohranjenih baltskih jezikov.	Njihov materni jezik je litovščina, eden izmed zgolj dveh preživelih baltskih jezikov.	1
"Na poti srečata Ruby, ""dobro"" demoninjo, ki je zaljubljena v Sama in trdi, da lahko pomaga rešiti Deana."	"Na poti spoznata Ruby, ""dobro"" demonko, ki je zaljubljena v Sama in trdi, da lahko reši Deana."	1
Na poti brata spoznata Ruby, »dobro« demonko, ki je zagledana v Sama in trdi, da lahko pomaga rešiti Deana.	"Na poti spoznata Ruby, ""dobro"" demonko, ki je zaljubljena v Sama in trdi, da lahko reši Deana."	1
Da bi zaslužili, je Nauru kratek čas deloval kot davčna oaza in center za pranje umazanega denarja.	Za zaslužek je Nauru kratek čas deloval kot davčna oaza in center za pranje umazanega denarja.	1
Da bi zaslužili, je Nauru kratek čas deloval kot davčna oaza in center za pranje umazanega denarja.	Za zaslužek je Nauru kratek čas služil kot davčna oaza in center za pranje črnega denarja.	1
Z razvojem sodobne diagnostične opreme ta izredno tvegan postopek ni več potreben, zato odsvetujemo zaužitje te zelo strupene snovi.	Z razvojem sodobne diagnostične opreme ta izjemno tvegan postopek ni več potreben, zato odsvetujemo užitje te zelo toksične snovi.	1
Z razvojem sodobne diagnostične opreme ta izjemno tvegan postopek ni več potreben, zato odsvetujemo užitje te zelo toksične snovi.	Z razvojem sodobne diagnostične opreme ta izredno tvegan postopek ni več potreben, zato ne priporočamo jemanja te zelo strupene snovi.	1
Žlahtni plini so pomembni zaradi številnih načinov uporabe v industrijah, kot so razsvetljava, varjenje in raziskovanje vesolja.	Žlahtni plini so pomembni zaradi številnih uporab v industrijah, kot so razsvetljava, varjenje in raziskovanje vesolja.	1
Grad Celle stoji na utrjenem obrambnem stolpu in služi kot obrambni grad, ki varuje prehod čez reko Aller.	Dvorec Celle stoji na utrjenem obrambnem stolpu in deluje kot vodni grad, ki je varoval prehod preko reke Aller.	1
Grad Celle stoji na utrjenem obrambnem stolpu in služi kot obrambni grad, ki varuje prehod čez reko Aller.	Grad Celle stoji na utrjenem obrambnem stolpu in deluje kot vodni grad, ki varuje prehod čez reko Aller.	1
Park Yosemite je eden največjih in najmanj razdrobljenih habitatov v Sierri Nevadi, ki ponuja veliko različnih rastlin in živali.	Park Yosemite je eden od največjih in najmanj razdrobljenih habitatov v Sierri Nevadi in zagotavlja raznolikost rastlin in živali.	1
Park Yosemite je eden od največjih in najmanj razdrobljenih habitatov v Sierri Nevadi in zagotavlja raznolikost rastlin in živali.	Park Yosemite je eden največjih in najmanj razdrobljenih habitatov v Sierri Nevadi, ki zagotavlja raznolikost rastlin in živali.	1
Več univerz, med drugim univerzi Yale in Harvard, mu je podelilo častni doktorat.	Več univerz ga je nagradilo s častnim doktoratom, vključno z univerzama Yale in Harvard.	1
Več univerz, med drugim univerzi Yale in Harvard, mu je podelilo častni doktorat.	Številne univerze, med njimi Yale in Harvard, so mu podelile častne doktorate.	1
Primeri temeljijo na vsakdanjem življenju.	Eksempli temeljijo na vsakdanjem življenju.	1
Primeri so iz vsakdanjega življenja.	Eksempli temeljijo na vsakdanjem življenju.	1
Teorija relativnosti običajno obsega dve medsebojno povezani fizikalni teoriji, ki ju je razvil Albert Einstein: posebno teorijo relativnosti in splošno teorijo relativnosti.	Teorija relativnosti običajno vključuje dve medsebojno povezani fizikalni teoriji, ki ju je razvil Albert Einstein: posebno teorijo relativnosti in splošno teorijo relativnosti.	1
Teorija relativnosti običajno vključuje dve medsebojno povezani fizikalni teoriji, ki ju je razvil Albert Einstein: posebno teorijo relativnosti in splošno teorijo relativnosti.	Teorija relativnosti običajno obsega dve medsebojno povezani fizikalni teoriji, ki ju je razvil Albert Einstein: posebno relativnost in splošno relativnost.	1
Prebivalce so pobili, preživele pa prodali v suženjstvo.	Prebivalce so množično pobili, preživele pa prodali v sužnost.	1
Spolno aktivni samci so izjema, saj vzpostavijo in branijo ozemlje, na katerem privabljajo samice.	Spolno aktivni samci so izjema, saj vzpostavijo in branijo teritorij, kamor privabljajo samice.	1
Mesto je po vsem svetu znano kot sedež Univerze v Oxfordu, najstarejše univerze v angleško govorečem svetu.	Mesto je znano po vsem svetu kot sedež Univerze v Oxfordu, ki je najstarejša univerza v angleško govorečem svetu.	1
Universal Media Disc (UMD) je optični disk, ki ga je Sony prenehal izdelovati za multimedijsko in igralno konzolo PlayStation Portable.	Universal Media Disc (UMD) je opuščen optični disk, ki ga je izdeloval Sony za uporabo na PlayStation Portable multimedijski in igralni konzoli.	1
Universal Media Disc (UMD) je opuščen optični disk, ki ga je izdeloval Sony za uporabo na PlayStation Portable multimedijski in igralni konzoli.	Universal Media Disc (UMD) je optični disk, ki ga je Sony prenehal izdelovati za uporabo v multimedijski in igralni konzoli PlayStation Portable.	1
Druga teorija pravi, da planeti prekinejo prenos snovi od zvezde, ko se oblikuje meglica.	Druga teorija je, da planeti pri nastanku meglice prekinejo prenos snovi stran od zvezde.	1
Druga teorija je, da planeti pri nastanku meglice prekinejo prenos snovi stran od zvezde.	Druga teorija pravi, da planeti prekinejo prenos snovi od zvezde, ko nastane meglica.	1
Njegove raziskave so imele velik vpliv na teoretično fiziko, pa tudi na povsem matematična področja, vključno s teorijo števil.	Njegove raziskave so imele velik vpliv na teoretično fiziko kot tudi na povsem matematična področja, vključno s teorijo števil.	1
Njegove raziskave so imele velik vpliv na teoretično fiziko, pa tudi na povsem matematična področja, vključno s teorijo števil.	Njegove raziskave so trajno vplivale tako na teoretično fiziko kot na povsem matematična področja, vključno s teorijo števil.	1
Najočitnejše so določene vedenjske in fizične prilagoditve, ki so posledica naravnega izbora.	Najbolj očitne so nekatere vedenjske in telesne prilagoditve, ki so rezultat naravnega izbora.	1
Najočitnejše so določene vedenjske in fizične prilagoditve, ki so posledica naravnega izbora.	Najbolj očitne so nekatere oblike vedenja in telesne prilagoditve, ki so rezultat naravnega izbora.	1
Zgrajen je bil na mestu znamenitega aleksandrijskega svetilnika, enega od sedmih čudes antičnega sveta.	Postavljena je bila na mestu znamenitega aleksandrijskega svetilnika, ki je bil eno od sedmih čudes antičnega sveta.	1
Prvi del (odstavki 2-14) opisuje Avgustovo politično kariero ter našteva njegove službe in častne politične nazive.	Prvi del (odstavki 2-14) opisuje Avgustovo politično kariero ter navaja njegove položaje in častne politične nazive.	1
Prvi del (odstavki 2-14) opisuje Avgustovo politično kariero ter navaja njegove položaje in častne politične nazive.	Prvi del (odstavki 2–14) opisuje Avgustovo politično kariero in našteva njegove položaje in častne politične naslove.	1
Ohranili so se samo fragmenti jezika, ključni dokaz pa so posamične besede citirane v latinskih besedilih.	Ohranili so se le fragmenti jezika, najpomembnejši dokaz pa so posamezne besede, ki so navedene v latinskih besedilih.	1
Ohranili so se samo fragmenti jezika, ključni dokaz pa so posamične besede citirane v latinskih besedilih.	Ohranili so se le fragmenti jezika, ključni dokaz pa so posamezne besede, ki so navedene v latinskih besedilih.	1
Ko se v menopavzi zniža raven estrogena, se zaradi izgube zaščitne vaginalne flore poveča tveganje za okužbo sečil.	Ko se raven estrogena pri ženski zmanjša zaradi menopavze, se zviša nevarnost za vnetje sečil zaradi izgube zaščitne vaginalne flore.	1
Ko se pri ženskah zaradi menopavze zmanjša raven estrogena, se zaradi izgube zaščitne vaginalne flore poveča tveganje za vnetje sečil.	Ko se raven estrogena pri ženski zmanjša zaradi menopavze, se zviša nevarnost za vnetje sečil zaradi izgube zaščitne vaginalne flore.	1
Tokrat je prvič v nekoga zaljubljena.	Prvič se je v nekoga zaljubila.	1
Tokrat je prvič v nekoga zaljubljena.	Prvič se je zaljubila v nekoga.	1
Prvi poskusi letenja s človeškim pogonom so bili neuspešni, predvsem zato, ker je na ta način težko doseči visoko razmerje med močjo in težo.	Zgodnji poizkusi letenja na človeški pogon so bili neuspešni, predvsem zato, ker je na ta način težko doseči visoko stopnjo razmerja med močjo in težo.	1
Zgodnji poizkusi letenja na človeški pogon so bili neuspešni, predvsem zato, ker je na ta način težko doseči visoko stopnjo razmerja med močjo in težo.	Prvi poskusi letenja na človeški pogon so bili neuspešni, predvsem zato, ker je na ta način težko doseči visoko razmerje med močjo in težo.	1
Raziskovalci si trenutno prizadevajo za uvedbo in spodbujanje enotnejše uporabe in doslednega poimenovanja.	Raziskovalci si trenutno prizadevajo vzpostaviti in spodbuditi bolj enotno rabo in dosledno nomenklaturo.	1
Vojvoda je nenehno potoval po vojvodini, potrjeval listine in zbiral prihodke.	Vojvoda je nenehno potoval po vojvodini, da bi potrdil listine in pobral prihodke.	1
Vojvoda je nenehno potoval po vojvodini, da bi potrdil listine in pobral prihodke.	Vojvoda je nenehno potoval po vojvodini, potrjeval dokumente in pobiral prihodke.	1
Med žrtvami so bile ženske in otroci.	Med žrtvami so bile tudi ženske in otroci.	1
Pri telesnem pregledu včasih odkrijete nizek krvni tlak, visok srčni utrip ali nizko nasičenost s kisikom.	Fizični pregled včasih pokaže nizek krvni tlak, visok srčni utrip ali nizko nasičenost s kisikom.	1
Fizični pregled včasih pokaže nizek krvni tlak, visok srčni utrip ali nizko nasičenost s kisikom.	Telesni pregled včasih razkrije nizek krvni tlak, visok srčni utrip ali nizko nasičenost s kisikom.	1
Pljučnica je že od nekdaj pogosta bolezen med ljudmi.	Pljučnica je bila pogosta bolezen v vsej človeški zgodovini.	1
Pljučnica je bila pogosta bolezen v vsej človeški zgodovini.	Pljučnica je bila pogosta bolezen skozi vso človeško zgodovino.	1
Zapleti se lahko pojavijo zlasti pri starejših osebah in pri bolnikih z drugimi zdravstvenimi problemi.	Pojavijo se lahko zapleti, zlasti pri starejših in bolnikih z drugimi zdravstvenimi težavami.	1
Zapleti se lahko pojavijo zlasti pri starejših osebah in pri bolnikih z drugimi zdravstvenimi problemi.	Do zapletov lahko pride zlasti pri starejših in bolnikih z drugimi zdravstvenimi težavami.	1
Ličinke se nato drugič preselijo skozi želodec v črevesje, kjer se gliva sčasoma razvije.	Ličinke nato še drugič preidejo skozi želodec v črevo, kjer se gliva dokončno razvije.	1
Ličinke nato še drugič preidejo skozi želodec v črevo, kjer se gliva dokončno razvije.	Ličinke gredo nato drugič skozi želodec v črevesje, kjer gliste dokončno dorastejo.	1
V razvitem svetu so te okužbe najpogostejše pri povratnikih s potovanj ali med priseljenci.	V razvitih državah so te okužbe najpogostejše pri ljudeh, ki se vračajo s potovanj, ali pri priseljencih.	1
V razvitem svetu so te okužbe najpogostejše pri povratnikih s potovanj ali med priseljenci.	V razvitem svetu so te okužbe najpogostejše pri povratnikih s potovanj ali priseljencih.	1
Izbira antibiotika je sprva odvisna od značilnosti obolele osebe, kot so starost, zdravstveno stanje in kraj okužbe.	Izbira antibiotika je sprva odvisna od značilnosti prizadete osebe, kot so starost, zdravstveno ozadje in kraj, kjer so se okužili.	1
Izbira antibiotika je sprva odvisna od značilnosti prizadete osebe, kot so starost, zdravstveno ozadje in kraj, kjer so se okužili.	Izbira antibiotika je najprej odvisna od značilnosti obolele osebe, kot so starost, zdravstveno stanje in kraj okužbe.	1
Organizmi se laže širijo, če so prisotni dejavniki tveganja.	Ko so prisotni dejavniki tveganja, se patogeni lažje širijo.	1
Organizmi se laže širijo, če so prisotni dejavniki tveganja.	Organizmi se lažje širijo, če so prisotni dejavniki tveganja.	1
Raziskave so se začele leta 1932, ko je bil sifilis zelo razširjena težava, varnega in učinkovitega zdravljenja pa ni bilo.	Raziskava se je začela leta 1932, ko je bil sifilis razširjena težava in še ni bilo varnega in učinkovitega zdravljenja.	1
Raziskave so se začele leta 1932, ko je bil sifilis zelo razširjena težava, varnega in učinkovitega zdravljenja pa ni bilo.	Raziskave so se začele leta 1932, ko je bil sifilis zelo razširjen, varnega in učinkovitega zdravljenja pa ni bilo.	1
Ta merila temeljijo na lastnem poročanju o osebnih izkušnjah in vedenjskih nepravilnostih, ki mu sledi klinična ocena strokovnjaka za duševno zdravje.	Ta merila temeljijo na samoporočanju o osebnih izkušnjah in vedenjskih nepravilnostih, ki mu sledi klinična ocena strokovnjaka za duševno zdravje.	1
Ta merila temeljijo na lastnem poročanju o osebnih izkušnjah in vedenjskih nepravilnostih, ki mu sledi klinična ocena strokovnjaka za duševno zdravje.	Ta merila temeljijo na lastnem poročanju o osebnih izkušnjah in vedenjskih težavah, ki mu sledi klinična ocena strokovnjaka za duševno zdravje.	1
Zaradi strateškega položaja so bili Ardeni stoletja dolgo bojišče evropskih velesil.	Ardeni so bili zaradi svoje strateške lege dolgo časa bojišče evropskih sil.	1
Našel je povezavo med zračnim tlakom in nadmorsko višino.	Ugotovil je povezavo med zračnim tlakom in nadmorsko višino.	1
Začel je poučevati kompozicijo na konservatoriju v Leningradu, kar mu je zagotovilo določeno mero finančne varnosti, vendar je oviralo njegovo kreativno delo.	Začel je poučevati kompozicijo na leningrajskem konservatoriju, kar mu je prineslo nekaj finančne varnosti, vendar je oviralo njegovo ustvarjalno delo.	1
Začel je poučevati kompozicijo na konservatoriju v Leningradu, kar mu je zagotovilo določeno mero finančne varnosti, vendar je oviralo njegovo kreativno delo.	Začel je poučevati kompozicijo na leningrajskem konservatoriju, kar mu je zagotovilo določeno finančno varnost, vendar je oviralo njegovo ustvarjalno delo.	1
Ko se je Atlas vrnil z jabolki, ni več želel prevzeti bremena sveta.	Ko se je Atlas vrnil z jabolki, ni več želel nositi teže sveta.	1
Ko se je Atlas vrnil z jabolki, ni več želel znova prevzeti nase bremena sveta.	Ko se je Atlas vrnil z jabolki, ni več želel nositi teže sveta.	1
Država je bila tik pred bankrotom.	Država se je bližala bankrotu.	1
Država je bila tik pred bankrotom.	Država je bila na robu bankrota.	1
Ta jajčeca izvirajo iz iztrebkov okuženih ljudi.	Ta jajčeca izvirajo iz blata okuženih ljudi.	1
Pozimi je zelo mrzlo in poleti zelo vroče.	Pozimi je zelo mrzlo, poleti pa zelo vroče.	1
Kombinacija dveh ali več sprememb v načinu življenja lahko doseže še boljše rezultate.	S kombiniranjem dveh ali več sprememb življenjskega sloga lahko dosežete še boljše rezultate.	1
S kombiniranjem dveh ali več sprememb življenjskega sloga lahko dosežete še boljše rezultate.	Kombinacija dveh ali več sprememb življenjskega sloga lahko prinese še boljše rezultate.	1
S testi ni mogoče zaznati razlike med akutnim in kroničnim vnetjem.	Testi ne razlikujejo med akutnim in kroničnim vnetjem.	1
S testi ni mogoče zaznati razlike med akutnim in kroničnim vnetjem.	Testi ne zaznajo razlike med akutnim in kroničnim vnetjem.	1
Robot mora ubogati človekove ukaze, razen če so v nasprotju s prvim zakonom.	Robot mora ubogati človeške ukaze, razen če ti kršijo prvi zakon.	1
Robot mora ubogati človekove ukaze, razen če so v nasprotju s prvim zakonom.	Robot mora ubogati človeške ukaze, če ti niso v nasprotju s prvim zakonom.	1
To omogoča prost pretok blaga, storitev, ljudi in kapitala na notranjem trgu.	Ta omogoča prost pretok blaga, storitev, ljudi in kapitala na enotnem trgu.	1
Voda je bila tako globoka, da so jo lahko prečkale tudi večje ladje.	Voda je bila dovolj globoka, da so po njej lahko plule tudi večje ladje.	1
Voda je bila dovolj globoka, da so po njej lahko plule tudi večje ladje.	Voda je bila takrat dovolj globoka, da so lahko po njej plule večje ladje.	1
Pozneje se je boril proti Turkom na Madžarskem.	Pozneje se je na Madžarskem boril proti Turkom.	1
Bomba je eksplodirala, vendar je Hitler preživel.	Bomba je eksplodirala, toda Hitler je preživel.	1
Aktivne erozije so omejene na območja, ki v povprečju prejmejo največ 150 mm padavin na leto.	Aktivni ergi so omejeni na območja, na katerih v povprečju pade največ 150 mm padavin na leto.	1
Aktivni ergi so omejeni na območja, na katerih v povprečju pade največ 150 mm padavin na leto.	Dejavni ergi so omejeni na območja, ki prejmejo v povprečju ne več kot 150 mm letnih padavin.	1
Več kot 230.000 nemških in italijanskih vojakov je postalo vojnih ujetnikov, med njimi večina pripadnikov Afrika Korpusa.	Več kot 230.000 nemških in italijanskih vojakov je postalo vojnih ujetnikov, med njimi večina afriškega korpusa.	1
Več kot 230.000 nemških in italijanskih vojakov je postalo vojnih ujetnikov, med njimi večina pripadnikov Afrika Korpsa.	Več kot 230.000 nemških in italijanskih vojakov je postalo vojnih ujetnikov, med njimi večina afriškega korpusa.	1
V 15-20 % aktivnih primerov se okužba razširi na organe zunaj pljuč in povzroči druge oblike tuberkuloze.	V 15‒20 % aktivnih primerov se okužba razširi na organe zunaj pljuč, kar vodi do drugih različic tuberkuloze.	1
V 15-20 % aktivnih primerov se okužba razširi na organe zunaj pljuč in povzroči druge oblike tuberkuloze.	V 15-20 % aktivnih primerov se okužba razširi na organe zunaj pljuč, kar vodi v druge oblike tuberkuloze.	1
Diagnoza pri zdravih mladih ženskah lahko temelji zgolj na bolezenskih znakih.	Diagnoza pri zdravih mladih ženskah lahko temelji le na simptomih.	1
Diagnoza pri zdravih mladih ženskah lahko temelji le na simptomih.	Pri zdravih mladih ženskah lahko diagnozo postavimo samo na podlagi simptomov.	1
Diagnozo je običajno mogoče potrditi na podlagi znakov in simptomov bolezni.	Diagnozo bolezni je običajno mogoče potrditi na podlagi znakov in simptomov bolezni.	1
Osebe s pridruženimi boleznimi, starejše osebe ali osebe z večjimi težavami z dihanjem potrebujejo temeljitejšo oskrbo.	Tisti s pridruženimi boleznimi, starejši ljudje ali tisti z občutno oteženim dihanjem potrebujejo temeljitejšo nego.	1
Osebe s pridruženimi boleznimi, starejše osebe ali osebe z večjimi težavami z dihanjem potrebujejo temeljitejšo oskrbo.	Osebe s sočasnimi boleznimi, starejše osebe ali osebe z večjimi težavami z dihanjem potrebujejo temeljitejše zdravljenje.	1
Verjamemo, da bodo ljudje kaznovani zaradi lastnih grehov in ne zaradi Adamovega prestopka ...	Verjamemo, da so ljudje kaznovani za svoje grehe in ne za Adamov prestopek....	1
Verjamemo, da so ljudje kaznovani za svoje grehe in ne za Adamov prestopek....	Verjamemo, da bodo ljudje kaznovani za svoje grehe in ne za Adamov prestopek...	1
Ocenjuje se, da območje letno obišče približno 100.000 turistov.	Ocenjuje se, da območje vsako leto obišče približno 100.000 turistov.	1
Ocenjuje se, da območje letno obišče približno 100.000 turistov.	Ocenjuje se, da jih vsako leto obišče okoli 100.000 turistov.	1
Dejanje, ko si nekdo vzame življenje v korist drugih, je znano kot altruistični samomor.	Dejanje, ko se človek ubije v korist drugih, se imenuje altruistični samomor.	1
Dejanje, ko si nekdo vzame življenje v korist drugih, je znano kot altruistični samomor.	Odvzem lastnega življenja v korist drugih je znan kot altruistični samomor.	1
Tri barve trakov naj bi simbolizirale solidarnost, mir in spokojnost, hrabrost in odločnost.	Tri barve trakov naj bi simbolizirale solidarnost, mir in spokojnost ter pogum in odločnost.	1
Čeprav Brunelovi projekti niso bili vedno uspešni, so pogosto vsebovali izvirne rešitve za stare inženirske probleme.	Čeprav Brunelovi projekti niso bili vedno uspešni, so pogosto vsebovali izvirne rešitve starih tehničnih težav.	1
Čeprav Brunelovi projekti niso bili vedno uspešni, so pogosto vsebovali izvirne rešitve starih tehničnih težav.	Čeprav Brunelovi projekti niso bili vedno uspešni, so pogosto vsebovali izvirne rešitve starih inženirskih problemov.	1
V nekaterih državah se priporoča rutinsko cepljenje otrok in oseb z večjim tveganjem, ki še niso bile cepljene.	Nekatere države to priporočajo redno pri otrocih in tistih, ki so bolj izpostavljeni tveganju in ki še niso bili cepljeni.	1
V nekaterih državah se priporoča rutinsko cepljenje otrok in oseb z večjim tveganjem, ki še niso bile cepljene.	V nekaterih državah ga rutinsko priporočajo otrokom in osebam s povečanim tveganjem, ki še niso bile cepljene.	1
Karl Marx in Friedrich Engels objavita Komunistični manifest.	Karl Marx in Friedrich Engels sta objavila Komunistični manifest.	1
Aceton in fenol sta surovini za sintezo mnogo drugih pomembnih spojin.	Aceton in fenol sta izhodni snovi za sintezo številnih drugih pomembnih spojin.	1
Aceton in fenol sta surovini za sintezo mnogo drugih pomembnih spojin.	Aceton in fenol sta surovini za sintezo številnih drugih pomembnih spojin.	1
Slavni francoski kemik Antoine Laurent Lavoisier je pozneje trdil, da je neodvisno od njiju odkril novo snov.	Slavni francoski kemik Antoine Laurent Lavoisier je pozneje trdil, da je neodvisno od njih odkril novo snov.	1
