in_text	truth	pred	parascore-ref-based	parascore-ref-free
"""Ker je imetnik menic banka in ne Vegrad,"" je dejal."	"""Ker ima banka in ne Vegrad v lasti preklicne vozovnice,"" je dejal."	"""Ker je to imetnik za bankovce, ne Vegrad,"" je dejal."	0.8140520688015818	0.8133402466773987
"""Ker je imetnik menic banka in ne Vegrad,"" je dejal."	"""Ker ima banka in ne Vegrad v lasti preklicne vozovnice,"" je dejal."	""" Katera banka je račun na računu, ne Vegrad,"" je dejal."	0.7440341281890869	0.7529507875442505
"""Ker je imetnik menic banka in ne Vegrad,"" je dejal."	"""Ker ima banka in ne Vegrad v lasti preklicne vozovnice,"" je dejal."	"""Ker je imetnik med bančnimi menjalniki, je Vegrad,"" je dejal."	0.7629005595835673	0.7421562075614929
""" Tveganja glede izvršljivosti transakcije bi lahko skupini Mercator in s tem vsem njenim delničarjem, zaposlenim in drugim deležnikom povzročila nenadomestljivo škodo,"" so pretekli teden poudarili v pismu, ki sta ga podpisala predsednik uprave Mercatorja Žiga Debeljak in članica uprave Melita Kolbezen."	"""Tveganja, povezana z izvršljivostjo transakcije, bi lahko povzročila nepopravljivo škodo Skupini Mercator in s tem vsem njenim delničarjem, zaposlenim in drugim deležnikom,"" so prejšnji teden poudarili v pismu, ki sta ga podpisala predsednik uprave Mercatorja Žiga Debeljak in članica uprave Melita Kolbezen."	"""V pismu, ki sta ga podpisala predsednik uprave Mercatorja Žiga Debeljak in članica uprave Melita Kolbezen, bi lahko težava, ki jo je zasliška Transakcija, prodajalecma Mercatorja in vsem delničarjem zaposlenih in zaposlenim ter drugim delničarjem povzročila škodo nenadomestljivega s tem,"" je prejšnji teden poudaril."	0.7627164888381958	0.7590245604515076
""" Tveganja glede izvršljivosti transakcije bi lahko skupini Mercator in s tem vsem njenim delničarjem, zaposlenim in drugim deležnikom povzročila nenadomestljivo škodo,"" so pretekli teden poudarili v pismu, ki sta ga podpisala predsednik uprave Mercatorja Žiga Debeljak in članica uprave Melita Kolbezen."	"""Tveganja, povezana z izvršljivostjo transakcije, bi lahko povzročila nepopravljivo škodo Skupini Mercator in s tem vsem njenim delničarjem, zaposlenim in drugim deležnikom,"" so prejšnji teden poudarili v pismu, ki sta ga podpisala predsednik uprave Mercatorja Žiga Debeljak in članica uprave Melita Kolbezen."	"""Plav glede izvršljivosti transakcije bi lahko povzročila nepopravljivo škodo za skupino in s tem družbo ter njene delničarje, zaposleni in druge deležnike,"" je prejšnji teden poudarila v pismu, ki sta ga podpisala predsednik uprave Mercatorja Žiga Debeljak in članica uprave Melita Kolbezen."	0.8532349622339235	0.8574360013008118
""" Tveganja glede izvršljivosti transakcije bi lahko skupini Mercator in s tem vsem njenim delničarjem, zaposlenim in drugim deležnikom povzročila nenadomestljivo škodo,"" so pretekli teden poudarili v pismu, ki sta ga podpisala predsednik uprave Mercatorja Žiga Debeljak in članica uprave Melita Kolbezen."	"""Tveganja, povezana z izvršljivostjo transakcije, bi lahko povzročila nepopravljivo škodo Skupini Mercator in s tem vsem njenim delničarjem, zaposlenim in drugim deležnikom,"" so prejšnji teden poudarili v pismu, ki sta ga podpisala predsednik uprave Mercatorja Žiga Debeljak in članica uprave Melita Kolbezen."	"""Tveganja o izvršljivosti transakcije bi lahko povzročila stranki delničarjev, zaposlenim in drugim deležnikom ter povzročila nepopravljivo škodo,"" je prejšnji teden poudarili v pismu, ki sta ga podpisala predsednik uprave Mercatorja Žiga Debeljak in članica uprave Melita Kolbezen."	0.8444331021237194	0.8587082028388977
V letih 1975 in 2012 nagrada ni bila podeljena.	Leta 1975 in 2012 nagrada ni bila podeljena.	Leta 1975 in leta 2012 nagrade niso podelili.	0.8569240140914917	0.7705960869789124
V letih 1975 in 2012 nagrada ni bila podeljena.	Leta 1975 in 2012 nagrada ni bila podeljena.	Leta 1975 in leta 2012 nagrada ni bila podeljena.	0.9433183040285249	0.8487376570701599
V letih 1975 in 2012 nagrada ni bila podeljena.	Leta 1975 in 2012 nagrada ni bila podeljena.	Nagrado v letih 1975 in 2012 niso podelili.	0.7736136484146118	0.7703263163566589
V odgovoru na novinarjeva vprašanja ste med drugim dejali (v zvezi s spodnjima dvema vprašanjema navajam le bistvo), da bi moralo imeti podjetje za 20 milijonov EUR manj dolga, da bi bilo vzdržno.	V svojem odgovoru na novinarjeva vprašanja med drugim navajate (in tu navajam le najpomembnejše v zvezi z mojima dvema vprašanjema spodaj), da bi moralo imeti podjetje za 20 milijonov EUR manj dolga, da bi bilo vzdržno.	Na novinarska vprašanja med drugim odgovarjate (povezaje na spodnji dve vprašanji sicer ne odgovarjam samo na glavo), da bi morala imeti družba za 20 milijonov evrov manj dolga, da bi bila vzdržna.	0.7349890041351318	0.7463486790657043
V odgovoru na novinarjeva vprašanja ste med drugim dejali (v zvezi s spodnjima dvema vprašanjema navajam le bistvo), da bi moralo imeti podjetje za 20 milijonov EUR manj dolga, da bi bilo vzdržno.	V svojem odgovoru na novinarjeva vprašanja med drugim navajate (in tu navajam le najpomembnejše v zvezi z mojima dvema vprašanjema spodaj), da bi moralo imeti podjetje za 20 milijonov EUR manj dolga, da bi bilo vzdržno.	V odgovoru na novinarska vprašanja ste med drugim povedali (neme o vprašanjih s spodnjima dva vprašanja). Podjetje je moralo imeti 20 milijonov evrov manj dolga, da bi bilo vzdržno.	0.7998726719322427	0.8194475173950195
V odgovoru na novinarjeva vprašanja ste med drugim dejali (v zvezi s spodnjima dvema vprašanjema navajam le bistvo), da bi moralo imeti podjetje za 20 milijonov EUR manj dolga, da bi bilo vzdržno.	V svojem odgovoru na novinarjeva vprašanja med drugim navajate (in tu navajam le najpomembnejše v zvezi z mojima dvema vprašanjema spodaj), da bi moralo imeti podjetje za 20 milijonov EUR manj dolga, da bi bilo vzdržno.	Med drugim bi v odgovorih na novinarska vprašanja iztierili (označeni ob odgovorih na zgornjih dveh vprašanjeh samo bolj bistvo), da bi moralo imeti podjetje za 20 milijonov EUR manj dolga, da bi bilo sdržljivo.	0.7732584609481719	0.7691854238510132
Sistem IMI je bil uveden februarja 2008.	Sistem IMI je bil vzpostavljen februarja 2008.	IMI sistem je bil uveden februarja 2008.	0.9188702426637922	0.9188702702522278
Sistem IMI je bil uveden februarja 2008.	Sistem IMI je bil vzpostavljen februarja 2008.	Sistem IMI je bil uveden februarja 2008.	0.9500001192092895	0.9500001072883606
Sistem IMI je bil uveden februarja 2008.	Sistem IMI je bil vzpostavljen februarja 2008.	Sistem IMI je bil uveden februarja 2008.	0.9500001192092895	0.9500001072883606
To je bila zahteva.	To je bil predpogoj.	Takrat je zahtevala.	0.7300771045684814	0.7120437026023865
To je bila zahteva.	To je bil predpogoj.	To je bilo vprašanje.	0.8937277364730835	0.893727719783783
To je bila zahteva.	To je bil predpogoj.	To je bilo potrebno.	0.8709021973609924	0.8709022402763367
Bil naj bi nekdanji član strank AS in pozneje Zares , na svetniških volitvah v Mariboru pa naj bi bil eden izmed elektorjev.	Je nekdanji član stranke AS in kasneje stranke Zares ter eden od elektorjev na volitvah v mariborski mestni svet.	To je nekdanji član strank AS in Zares, eden od poslancev na volitvah v Mariboru pa naj bi bil eden od poslancev.	0.7337671089172363	0.7449963688850403
Bil naj bi nekdanji član strank AS in pozneje Zares , na svetniških volitvah v Mariboru pa naj bi bil eden izmed elektorjev.	Je nekdanji član stranke AS in kasneje stranke Zares ter eden od elektorjev na volitvah v mariborski mestni svet.	Potreben je bil nekdanji član strank AS in Zares, eden od volivcev na volitvah v Mariboru.	0.716583149433136	0.7177554965019226
Bil naj bi nekdanji član strank AS in pozneje Zares , na svetniških volitvah v Mariboru pa naj bi bil eden izmed elektorjev.	Je nekdanji član stranke AS in kasneje stranke Zares ter eden od elektorjev na volitvah v mariborski mestni svet.	Bil naj bi nekdanji član strank AS in pozneje Zares, eden od elected mestnih volivcev v Mariboru pa tudi.	0.7776044774055481	0.8092736601829529
"V dopisu občina prosi Urad za narodnosti, da najde denar za selitev ene družine, saj se bo ""leta 2013 začelo občinsko načrtovanje, kar pomeni, da bo treba stanovanje odstraniti""."	"V njem občina urad za narodnosti namreč poziva, naj za eno družino najdejo denar za preselitev, saj se bo "" v letu 2013 začelo komunalno urejanje prostora , kar pomeni, da bo stanovanjski objekt nujno odstraniti""."	"V dopisu občini občina predlaga Urad za narodnosti, da bi denar za selitev družine izbrala leta 2013, saj se bo "" začelo občinsko načrtovanje, kar pomeni, da bo treba odstraniti stanovanje""."	0.8897406171318284	0.8887695074081421
"V dopisu občina prosi Urad za narodnosti, da najde denar za selitev ene družine, saj se bo ""leta 2013 začelo občinsko načrtovanje, kar pomeni, da bo treba stanovanje odstraniti""."	"V njem občina urad za narodnosti namreč poziva, naj za eno družino najdejo denar za preselitev, saj se bo "" v letu 2013 začelo komunalno urejanje prostora , kar pomeni, da bo stanovanjski objekt nujno odstraniti""."	"V dopisu naj navedejo Urad za narodnosti, da bi našle sredstva za selitev ene družine, saj se bo ""leta 2013 začelo občinsko načrtovanje, kar pomeni, da bo treba stanovanja odstraniti""."	0.8706261481557573	0.8498917818069458
"V dopisu občina prosi Urad za narodnosti, da najde denar za selitev ene družine, saj se bo ""leta 2013 začelo občinsko načrtovanje, kar pomeni, da bo treba stanovanje odstraniti""."	"V njem občina urad za narodnosti namreč poziva, naj za eno družino najdejo denar za preselitev, saj se bo "" v letu 2013 začelo komunalno urejanje prostora , kar pomeni, da bo stanovanjski objekt nujno odstraniti""."	"V dopisu občina prosi Urad za narodnosti, da najde denar za selitev ene družine, saj se bo ""leta 2013 začelo občinsko načrtovanje, kar pomeni, da bo treba stanovanje odstraniti""."	0.9499999403953552	0.9499999284744263
Po besedah ministra Marjana Jereba bo načrt zdravstvenega varstva, ki je trenutno v drugi obravnavi v Državnem zboru, končno omogočil usklajeno politiko zdravstvenega varstva in njegovega razvoja.	Po besedah ministra Marjana Jereba bo načrt zdravstvenega varstva, ki je zdaj v drugi obravnavi v Državnem zboru, končno omogočil usklajeno politiko zdravstvenega varstva in njegovega razvoja.	Po besedah ministra Marjana Jereba bo načrt zdravstvenega varstva, ki je trenutno v drugi obravnavi v Državnem zboru, končno omogočil usklajeno politiko zdravstvenega varstva in njegovega razvoja.	0.95	0.949999988079071
Po besedah ministra Marjana Jereba bo načrt zdravstvenega varstva, ki je trenutno v drugi obravnavi v Državnem zboru, končno omogočil usklajeno politiko zdravstvenega varstva in njegovega razvoja.	Po besedah ministra Marjana Jereba bo načrt zdravstvenega varstva, ki je zdaj v drugi obravnavi v Državnem zboru, končno omogočil usklajeno politiko zdravstvenega varstva in njegovega razvoja.	Po besedah ministra Marjana Jereba bo načrt zdravstvenega varstva, ki je trenutno v drugi obravnavi v Državnem zboru, končno omogočil usklajeno politiko zdravstvenega varstva in njegovega razvoja.	0.95	0.949999988079071
Po besedah ministra Marjana Jereba bo načrt zdravstvenega varstva, ki je trenutno v drugi obravnavi v Državnem zboru, končno omogočil usklajeno politiko zdravstvenega varstva in njegovega razvoja.	Po besedah ministra Marjana Jereba bo načrt zdravstvenega varstva, ki je zdaj v drugi obravnavi v Državnem zboru, končno omogočil usklajeno politiko zdravstvenega varstva in njegovega razvoja.	Minister Marjana Jereba bo po besedah ministra uradno zagotovil, da bo načrt zdravstvenega varstva, ki je trenutno v drugi obravnavi v Državnem zboru, končno omogočil usklajeno politiko zdravstvenega varstva in njegovega razvoja.	0.9100129581509124	0.8878088593482971
V tej pogodbi se je Bohemond zavezal, da bo postal cesarjev vazal in da bo branil cesarstvo, kadar koli bo to potrebno.	S pogodbo je Bohemond pristal, da bo postal cesarjev vazal in da bo branil cesarstvo, kadar koli bo to potrebno.	V tej pogodbi se je Bohemond strinjal, da bo postal cesarjev vazal in da bo branil cesarstvo, kadar bo to potrebno.	0.8942373290640109	0.9026252031326294
V tej pogodbi se je Bohemond zavezal, da bo postal cesarjev vazal in da bo branil cesarstvo, kadar koli bo to potrebno.	S pogodbo je Bohemond pristal, da bo postal cesarjev vazal in da bo branil cesarstvo, kadar koli bo to potrebno.	V tej pogodbi se je Bohemond zavezal, da bo postal cesarjev vazal in da bo branil cesarstvo, kadar bo potrebno.	0.9157307700664342	0.9310780763626099
V tej pogodbi se je Bohemond zavezal, da bo postal cesarjev vazal in da bo branil cesarstvo, kadar koli bo to potrebno.	S pogodbo je Bohemond pristal, da bo postal cesarjev vazal in da bo branil cesarstvo, kadar koli bo to potrebno.	V tej pogodbi je Bohemond zavezal, da bo postal cesarjev vazal in da bo branil cesarstvo, kadar bo to potrebno.	0.9348568276912511	0.9464065432548523
Dokumentacija je pogoj, da lahko Vegrad stanovanja preda kupcem in občinskemu stanovanjskemu skladu, ki je od Vegrada kupil 419 stanovanj za neprofitni najem in bi jih moral prejeti konec lanskega leta.	Dokumentacija pa je pogoj, da Vegrad lahko stanovanja preda kupcem in Stanovanjskemu skladu občine , ki je od Vegrada kupila 419 stanovanj, ki jih bo neprofitno oddajala in bi jih morala prejeti že konec preteklega leta.	dokumentacija je pogoj, da lahko Vegrad stanovanja preda kupcem in občinskemu stanovanjskemu skladu, ki je od Vegrada za neprofitni najem kupil 419 stanovanj, in bi jih moral prejeti konec lanskega leta.	0.9465093722736055	0.9442236423492432
Dokumentacija je pogoj, da lahko Vegrad stanovanja preda kupcem in občinskemu stanovanjskemu skladu, ki je od Vegrada kupil 419 stanovanj za neprofitni najem in bi jih moral prejeti konec lanskega leta.	Dokumentacija pa je pogoj, da Vegrad lahko stanovanja preda kupcem in Stanovanjskemu skladu občine , ki je od Vegrada kupila 419 stanovanj, ki jih bo neprofitno oddajala in bi jih morala prejeti že konec preteklega leta.	Dokumentacija je pogoj, da lahko Vegrad stanovanja preda kupcem in občinskemu stanovanjskemu skladu, ki je od Vegrada pridobil 419 stanovanj za neprofitne najeme in jih je moral prejeti konec lanskega leta.	0.9051776587715096	0.9055770039558411
Dokumentacija je pogoj, da lahko Vegrad stanovanja preda kupcem in občinskemu stanovanjskemu skladu, ki je od Vegrada kupil 419 stanovanj za neprofitni najem in bi jih moral prejeti konec lanskega leta.	Dokumentacija pa je pogoj, da Vegrad lahko stanovanja preda kupcem in Stanovanjskemu skladu občine , ki je od Vegrada kupila 419 stanovanj, ki jih bo neprofitno oddajala in bi jih morala prejeti že konec preteklega leta.	Dokumentacija zahteva, da lahko Vegrad stanovanja preda kupcem in občinskemu stanovanjskemu skladu, ki je od Vegrada kupil 419 stanovanj za neprofitni najem in bi jih moral prejeti konec lanskega leta.	0.9179831748973194	0.9284905791282654
Na banki pravijo, da je pri interpretaciji rezultatov treba upoštevati nekatera pomembna dejstva.	Banka opozarja, da je treba pri razlagi rezultatov upoštevati nekatera pomembna dejstva.	Banka je pojasnila, da je pri interpretaciji rezultatov treba upoštevati nekatera pomembna dejstva.	0.8486047899568235	0.8556216955184937
Na banki pravijo, da je pri interpretaciji rezultatov treba upoštevati nekatera pomembna dejstva.	Banka opozarja, da je treba pri razlagi rezultatov upoštevati nekatera pomembna dejstva.	V banki pravijo, da pri interpretaciji rezultatov treba upoštevati nekatera pomembna dejstva.	0.9083898670367886	0.9190904498100281
Na banki pravijo, da je pri interpretaciji rezultatov treba upoštevati nekatera pomembna dejstva.	Banka opozarja, da je treba pri razlagi rezultatov upoštevati nekatera pomembna dejstva.	Banka pravi, da pri interpretaciji rezultatov treba upoštevati nekatera pomembna dejstva.	0.8736985220298149	0.9103037714958191
Dodaja, da je presenečen nad načinom delovanja.	Kot dodaja, je presenečen nad samim načinom.	Dodaja, da je presenečen nad njihovim načinom.	0.9169796726261591	0.9178241491317749
Dodaja, da je presenečen nad načinom delovanja.	Kot dodaja, je presenečen nad samim načinom.	Dodaja, da se presenečen nad Robertom je.	0.753119313390784	0.75150066614151
Dodaja, da je presenečen nad načinom delovanja.	Kot dodaja, je presenečen nad samim načinom.	Dodaja, da je presenečen nad načinom delovanja.	0.95	0.949999988079071
Med njimi je izpostavil dva še vedno nerešena primera - pomursko avtocesto in Celovške dvore .	Izpostavil je dva primera, ki še nista dokončana: pomursko avtocesto in Celovške dvore.	Med njimi je izpostavil še dve nesreči - pomursko avtocesto in Celovški dvorec.	0.8018064305775071	0.8399251699447632
Med njimi je izpostavil dva še vedno nerešena primera - pomursko avtocesto in Celovške dvore .	Izpostavil je dva primera, ki še nista dokončana: pomursko avtocesto in Celovške dvore.	Med njimi je izpostavil dva še nerešena primera - pomursko avtocesto in Celovške dvore.	0.8976453291608932	0.9151395559310913
Med njimi je izpostavil dva še vedno nerešena primera - pomursko avtocesto in Celovške dvore .	Izpostavil je dva primera, ki še nista dokončana: pomursko avtocesto in Celovške dvore.	Med njimi je izpostavil dva še nerešena primera - pomursko avtocesto in Celovške dvore.	0.8976453291608932	0.9151395559310913
Vendar je ministrica za gospodarstvo Darja Radić za Radio Slovenija kasneje potrdila, da je SCT posel sklenil.	Vendar je ministrica za gospodarstvo Darja Radić nato za Radio Slovenija potrdila, da je posel sklenila družba SCT.	Minister za gospodarstvo Darja Radić pa je kasneje potrdil, da je SCT sklenil posel.	0.8324601817131042	0.873903214931488
Vendar je ministrica za gospodarstvo Darja Radić za Radio Slovenija kasneje potrdila, da je SCT posel sklenil.	Vendar je ministrica za gospodarstvo Darja Radić nato za Radio Slovenija potrdila, da je posel sklenila družba SCT.	ministrica za gospodarstvo Darja Radić je kasneje potrdila, da je SCT sklenil prevzem.	0.8389936256408691	0.8859407305717468
Vendar je ministrica za gospodarstvo Darja Radić za Radio Slovenija kasneje potrdila, da je SCT posel sklenil.	Vendar je ministrica za gospodarstvo Darja Radić nato za Radio Slovenija potrdila, da je posel sklenila družba SCT.	ministrica za gospodarstvo Darja Radić pa je kasneje za Radio Slovenija potrdila, da je SCT sklenil posel.	0.9145906138420105	0.9137707352638245
London je v letu 2010 zasedel vrh lestvice največjih trgovskih mest na svetu .	London je bil leta 2010 na vrhu seznama največjih svetovnih trgovskih mest.	London je v letu 2010 zasedel peto mesto na seznamu največjih trgovskih mest na svetu.	0.7878881528131986	0.7848784923553467
London je v letu 2010 zasedel vrh lestvice največjih trgovskih mest na svetu .	London je bil leta 2010 na vrhu seznama največjih svetovnih trgovskih mest.	London je leta 2010 postal največji trg na svetu.	0.6802886891365051	0.7748748660087585
London je v letu 2010 zasedel vrh lestvice največjih trgovskih mest na svetu .	London je bil leta 2010 na vrhu seznama največjih svetovnih trgovskih mest.	London je bil leta 2010 na seznamu svetovnih trgovskih mest na vrhu svetovnega seznama.	0.9027843642234802	0.681603729724884
Kralj Albert je umrl v gorski nesreči v Marche-les-Damesu v Belgiji.	Kralj Albert umre v gorski nesreči v Marche-les-Dames v Belgiji.	kralj Albert je umrl v prometni nesreči v Marche-les-Dames v Belgiji.	0.8180802415616764	0.8415910005569458
Kralj Albert je umrl v gorski nesreči v Marche-les-Damesu v Belgiji.	Kralj Albert umre v gorski nesreči v Marche-les-Dames v Belgiji.	Njegov mož Albert je umrl v gorski nesreči v Marche-les-Dames v Belgiji.	0.8428428104945591	0.8488702774047852
Kralj Albert je umrl v gorski nesreči v Marche-les-Damesu v Belgiji.	Kralj Albert umre v gorski nesreči v Marche-les-Dames v Belgiji.	kralj Albert je umrl v požarnem nesreči v Marche-les-Dames v Belgiji.	0.8048796008832706	0.831315279006958
Za 40 sedežev se je potegovalo 127 kandidatov, med njimi več kot polovica sedanjih svetnikov.	Za 40 sedežev se je potegovalo 127 kandidatov, med njimi več kot polovica sedanjih članov sveta.	Za 40 sedežev je bilo v najem, več kot polovica sedanjih svetnikov.	0.7996837207249232	0.8434383273124695
Za 40 sedežev se je potegovalo 127 kandidatov, med njimi več kot polovica sedanjih svetnikov.	Za 40 sedežev se je potegovalo 127 kandidatov, med njimi več kot polovica sedanjih članov sveta.	Na 40 sedežev je bilo na poti 127 kandidatov, med njimi več kot polovica sedanjih svetnikov.	0.8366451659510212	0.8415372371673584
Za 40 sedežev se je potegovalo 127 kandidatov, med njimi več kot polovica sedanjih svetnikov.	Za 40 sedežev se je potegovalo 127 kandidatov, med njimi več kot polovica sedanjih članov sveta.	Za 40 sedežev je kandidirali 127 kandidatov, od katerih je več kot polovica sedanjih svetnikov.	0.8534981267613576	0.8691824078559875
Pozneje je tako kot Bavčar pojasnil, da njegova navzočnost ni potrebna, ker ni storil nobenega kaznivega dejanja.	Pozneje je tako kot Bavčar pojasnil, da njegova navzočnost ni bila potrebna, ker ni storil nobenega kaznivega dejanja.	Pozneje je kot Bavčar pojasnil, da njegova navzočnost ni potrebna, ker ni storil nobenega kaznivega dejanja.	0.9333291414112569	0.9397289752960205
Pozneje je tako kot Bavčar pojasnil, da njegova navzočnost ni potrebna, ker ni storil nobenega kaznivega dejanja.	Pozneje je tako kot Bavčar pojasnil, da njegova navzočnost ni bila potrebna, ker ni storil nobenega kaznivega dejanja.	"Pozneje je Bavčar, ki je odgovoril za oceno ""Ne potrebna navzočnost "", pravilno pojasnil, da se ni ukvarjal s kaznivim dejanjem."	0.6891251373291015	0.6576419472694397
Pozneje je tako kot Bavčar pojasnil, da njegova navzočnost ni potrebna, ker ni storil nobenega kaznivega dejanja.	Pozneje je tako kot Bavčar pojasnil, da njegova navzočnost ni bila potrebna, ker ni storil nobenega kaznivega dejanja.	Pozneje je Bavčar podobno kot Bavčar pojasnil, da njegova navzočnost ni potrebna, ker ni storil nobenega kaznivega dejanja.	0.8996344847961585	0.8969184160232544
Zato se posvetiva vašima vprašanjema.	Zato preidimo na vaši dve vprašanji.	Se naučite najprej vaši vprašanji.	0.7351581025123596	0.6763603091239929
Zato se posvetiva vašima vprašanjema.	Zato preidimo na vaši dve vprašanji.	Zato se posvetimo vašima vprašanjema.	0.9351614605505955	0.9351614713668823
Zato se posvetiva vašima vprašanjema.	Zato preidimo na vaši dve vprašanji.	Zato se posvetimo vašim vprašanjem.	0.8646585009733222	0.8812440633773804
Vaše podjetje je s svojimi podružnicami prisotno tudi na Hrvaškem, v Srbiji in Bolgariji, zato lahko našim živilskim podjetjem pomagate tudi na tujih trgih.	Vaše podjetje ima podružnice tudi na Hrvaškem, v Srbiji in Bolgariji, zato lahko našim živilskim podjetjem pomagate tudi na tujih trgih.	Vaše podjetje ima podružnice tudi na Hrvaškem, v Srbiji in Bolgariji, zato lahko našim živilskim podjetjem pomagate tudi na tujih trgih.	0.9771978021978022	0.9250302910804749
Vaše podjetje je s svojimi podružnicami prisotno tudi na Hrvaškem, v Srbiji in Bolgariji, zato lahko našim živilskim podjetjem pomagate tudi na tujih trgih.	Vaše podjetje ima podružnice tudi na Hrvaškem, v Srbiji in Bolgariji, zato lahko našim živilskim podjetjem pomagate tudi na tujih trgih.	Vaše podjetje je prisotno tudi na Hrvaškem, v Srbiji in Bolgariji, zato lahko našim živilskim podjetjem pomagate tudi na tujih trgih.	0.9171415368279258	0.9422367811203003
Vaše podjetje je s svojimi podružnicami prisotno tudi na Hrvaškem, v Srbiji in Bolgariji, zato lahko našim živilskim podjetjem pomagate tudi na tujih trgih.	Vaše podjetje ima podružnice tudi na Hrvaškem, v Srbiji in Bolgariji, zato lahko našim živilskim podjetjem pomagate tudi na tujih trgih.	Vaše podjetje ima svoje podružnice tudi na Hrvaškem, v Srbiji in Bolgariji, zato lahko našim živilskim podjetjem pomagate tudi na tujih trgih.	0.9584412223690159	0.9224125742912292
Dodala je, da že tako vsak mesec plačajo 72 evrov članarine, zdaj pa morajo plačevati še bencin.	Dodala je, da že zdaj vsak mesec plačujejo 72 evrov članarine, zdaj pa morajo plačevati še plin.	Prav tako je dejala, da vsak mesec plačajo 72 evrov članarine, zdaj pa morajo plačevati še z bencinom.	0.8626589396420647	0.8461858034133911
Dodala je, da že tako vsak mesec plačajo 72 evrov članarine, zdaj pa morajo plačevati še bencin.	Dodala je, da že zdaj vsak mesec plačujejo 72 evrov članarine, zdaj pa morajo plačevati še plin.	Dodala je, da že tako vsak mesec plačajo 72 EUR članarine, zdaj pa morajo plačevati še v bencinu.	0.896788555287121	0.8799933791160583
Dodala je, da že tako vsak mesec plačajo 72 evrov članarine, zdaj pa morajo plačevati še bencin.	Dodala je, da že zdaj vsak mesec plačujejo 72 evrov članarine, zdaj pa morajo plačevati še plin.	Po njenem mnenju so morali že vsak mesec plačati 72 evrov članarine, zdaj pa je zdaj mora plačati še za bencin.	0.7853076028823852	0.7689885497093201
"Po njegovih besedah je zakonodaja omogočila takšne ""ekscese"" in povzročila proces privatizacije, v katerem se je vodstvo podjetja ukvarjalo s privatizacijo in kopičenjem premoženja, ne pa s prihodnostjo podjetja."	"Po njegovem mnenju je zakonodaja ""omogočila takšne ekscese"" in pripeljala do procesa privatizacije, v katerem se je vodstvo ukvarjalo s privatizacijo in kopičenjem sredstev, namesto da bi skrbelo za prihodnost podjetja."	"Po njegovih besedah je zakonodaja omogočila takšne ""ekscese"" in povzročila proces privatizacije, ko se je vodstvo podjetja ukvarjalo s privatizacijo in kopičenjem premoženja, ne pa tudi s prihodnostjo podjetja."	0.9230722784032076	0.9237963557243347
"Po njegovih besedah je zakonodaja omogočila takšne ""ekscese"" in povzročila proces privatizacije, v katerem se je vodstvo podjetja ukvarjalo s privatizacijo in kopičenjem premoženja, ne pa s prihodnostjo podjetja."	"Po njegovem mnenju je zakonodaja ""omogočila takšne ekscese"" in pripeljala do procesa privatizacije, v katerem se je vodstvo ukvarjalo s privatizacijo in kopičenjem sredstev, namesto da bi skrbelo za prihodnost podjetja."	"Po njegovih besedah je zakonodaja omogočila takšne ""ekscese"" in povzročila proces privatizacije, v katerem se je podjetje ukvarjalo z privatizacijo in kopičenjem premoženja, ne pa s prihodnostjo podjetja."	0.9399480892320207	0.9437511563301086
"Po njegovih besedah je zakonodaja omogočila takšne ""ekscese"" in povzročila proces privatizacije, v katerem se je vodstvo podjetja ukvarjalo s privatizacijo in kopičenjem premoženja, ne pa s prihodnostjo podjetja."	"Po njegovem mnenju je zakonodaja ""omogočila takšne ekscese"" in pripeljala do procesa privatizacije, v katerem se je vodstvo ukvarjalo s privatizacijo in kopičenjem sredstev, namesto da bi skrbelo za prihodnost podjetja."	"V skladu s zakona je vlada omogočila takšne ""ekscese"" in pripeljala do privatizacije, v kateri se je vodstvo družbe ukvarjalo s privatizacijo in kopičenjem premoženja, ne pa s prihodnostjo podjetja."	0.8665499298720347	0.8755965828895569
Banke morajo imeti vsaj 5 % najkakovostnejšega temeljnega kapitala prvega reda, testi pa bodo jasno pokazali tudi izpostavljenost državnim obveznicam in slabim posojilom.	Banke morajo sicer na testih razpolagati z vsaj petimi odstotki najbolj kakovostnega temeljnega kapitala ( Core Tier 1), testi pa bodo jasno razkrili tudi izpostavljenost državnim obveznicam in slabim posojilom.	Banke morajo ima vsaj 5 % najvišjega temeljnega kapitala v prvem reda, testi pa bodo jasno pokazali tudi izpostavljenost državnim obveznicam in slabim posojilom.	0.8756644603184291	0.8823622465133667
Banke morajo imeti vsaj 5 % najkakovostnejšega temeljnega kapitala prvega reda, testi pa bodo jasno pokazali tudi izpostavljenost državnim obveznicam in slabim posojilom.	Banke morajo sicer na testih razpolagati z vsaj petimi odstotki najbolj kakovostnega temeljnega kapitala ( Core Tier 1), testi pa bodo jasno razkrili tudi izpostavljenost državnim obveznicam in slabim posojilom.	Banke morajo imeti vsaj 5 % najkakovostnejšega kapitala prvega reda, testi pa bodo jasno pokazali tudi izpostavljenost državnim obveznicam in slabim posojilom.	0.9390850625919694	0.9509826898574829
