-Kaj, če se motiš?;-Kaj, če se motiš?;-Kako veš?;-Zakaj pa?
Kaj če sem jaz tisto resnično?;Kaj če sem jaz tisto resnično?;Ti lahko zaupam, pa karkoli že naj se zgodi?;Če so to moje sanje, zakaj jih ne morem nadzorovati?
Nenehno si dopoveduješ, kar veš.;Nenehno si dopoveduješ, kar veš.;Še vedno se lahko držiš obljube.;Zavestno ustvariš vsak vidik.
A kaj verjameš?;A kaj verjameš?;Kako veš?;Sedaj ne sanjaš, kaj?
Kaj čutiš?;Kaj čutiš?;Kaj delaš?;Kaj si izvedel?
Krivdo.;Krivdo.;Kombinacija.;Usposabljanje?
Občutim krivdo, Mal.;Občutim krivdo, Mal.;Moja podzavest se zdi ugodna.;Razoča... Razo... sem.
In ne glede kaj storim, ne glede kako obupan sem, kako zmeden, je ta krivda vedno prisotna.;In ne glede kaj storim, ne glede kako obupan sem, kako zmeden, je ta krivda vedno prisotna.;In karkoli storim, ga ne morem spremeniti.;Ker moja podzavest čuti, da še nekdo drug ustvarja ta svet.
Opominja me na resnico.;Opominja me na resnico.;Očita si in moleduje za svoje življenje.;Samo razumeti skušam.
Kakšno resnico.;Kakšno resnico.;Kakšno zasmehovanje?;O tem, kaj je resnično.
Ideja ... zaradi katere si posumila v realnost, je prišla od mene.;Ideja... zaradi katere si posumila v realnost, je prišla od mene.;Prosil si me, naj delim sanje s tabo.;Tako rekoč se lahko pogovarjaš z mojo podzavestjo.
Vsadil si mi jo v um?;Vsadil si mi jo v um?;To se ti je zgodilo?;Naj te nekaj vprašam?
O čem govori?;O čem govori?;O čem razmišljate?;Kako to misliš?
Razlog, da sem vedel o možnosti vsaditve je, ker sem najprej to storil njej.;Razlog, da sem vedel o možnosti vsaditve je, ker sem najprej to storil njej.;Ustvarila sem spodnje nadstropje bolnice, da Fischer privede svojega očeta.;Tako mi je onemogočila, da bi pojasnil naravo njene norosti.
Storil sem jo lastni ženi.;Storil sem jo lastni ženi.;Ker so mnenja, da sem jo ubil.;Storil sem že.
Zakaj?;Zakaj?;Zakaj?;Zakaj?
Tu sva bila izgubljena.;Tu sva bila izgubljena.;Ne bi smela biti tu.;Da ne morem biti ti.
Vedela sva, da morava pobegniti, ampak, s tem se ni mogla sprijazniti.;Vedela sva, da morava pobegniti, ampak, s tem se ni mogla sprijazniti.;Vedel sem, da je nekaj narobe z njo.;Prepričana je bila, da ne morem nič storiti, naj sem jo še tako rotil, ne glede na to, koliko sem jo prosil.
Nekaj je zaklenila, nekaj globoko v sebi.;Nekaj je zaklenila, nekaj globoko v sebi.;Nekaj je zaklenila.;Mislila je, da sta predstavitev.
Resnico, ki jo je nekoč poznala, toda, odločila se je, da jo pozabi.;Resnico, ki jo je nekoč poznala, toda, odločila se je, da jo pozabi.;Resnico, ki jo je nekoč poznala, ampak... odločila se je, da jo pozabi.;Da njen svet ni resničen.
Ni se mogla osvoboditi.;Ni se mogla osvoboditi.;Hotela je storiti, a ni zmogla sama.;A tega enostavno ni hotela priznati.
Zato sem se odločil, da jo poiščem.;Zato sem se odločil, da jo poiščem.;Mislim, da sem našel pot domov.;To pomeni, da ga moram najti.
Da grem globoko v skrivališče njenega uma in najdem to tajno mesto.;Da grem globoko v skrivališče njenega uma in najdem to tajno mesto.;Hoče me spet imeti tam spodaj ob sebi.;Hočeš torej, naj še nekomu dopustim slediti v tvojo fantazijo.
Vlomil sem ... in vsadil idejo.;Vlomil sem... In vstavil idejo.;Hotel sem globlje in globlje.;Jaz sem silil v to.
Enostavno, majhno idejo, ki bo prav vse spremenila.;Enostavno, majhno idejo, ki bo prav vse spremenila.;S tisto eno, povsem preprosto idejo, ki vse spremeni.;Ideja je kot virus.
Da njen svet ni resničen.;Da njen svet ni resničen.;Da ta svet ni resničen.;Da naš svet ni resničen.
Da je smrt edini izhod.;Da je smrt edini izhod.;Da je smrt edini izhod.;Da naš svet ni resničen.
Čakaš na vlak.;Čakaš na vlak.;Čakaš na vlak.;Čakaš na vlak.
Vlak, ki te bo odpeljal daleč proč.;Vlak, ki te bo odpeljal daleč proč.;Vlak, ki te bo odpeljal daleč proč.;Vlak, ki te bo odpeljal daleč proč.
Veš, kam upaš, da te popelje.;Veš, kam upaš, da te popelje.;Veš kam upaš, da te popelje.;Veš, kam upaš da te popelje, ampak, nisi povsem prepričan.
Ampak, nisi povsem prepričan.;Ampak, nisi povsem prepričan.;Ampak, nisi povsem prepričan.;Veš, kam upaš da te popelje, ampak, nisi povsem prepričan.
Pa saj ni važno!;Saj ni važno!;Pa saj ni važno.;Saj ni važno.
Povej mi zakaj!;Povej mi zakaj!;Prosim, moraš ostani tukaj!;Ljubica, poglej me!
-Zato, ker bova skupaj!;-Zato, ker bova skupaj!;-Dobro, ker je tule.;-Mal, poglej me!
Nisem pa vedel, da se bo ideja v njenem umu razbohotila kakor rak, tudi, ko se bo prebudila.;Nisem pa vedel, da se bo ideja v njenem umu razbohotila kakor rak, tudi, ko se bo prebudila.;Prepričana je bila, da ne morem nič storiti, naj sem jo še tako rotil, ne glede na to, koliko sem jo prosil.;Tako mi je onemogočila, da bi pojasnil naravo njene norosti.
Da boš, tudi, ko se boš vrnila v realnost, še naprej verjela, da tvoj svet ni resničen.;Da boš, tudi, ko se boš vrnila v realnost, še naprej verjela, da tvoj svet ni resničen.;Ti lahko zaupam, pa karkoli že naj se zgodi?;Ker se čas še ni iztekel in se v sanjah ne moreš zbuditi, razen če umreš.
Da je smrt edini izhod.;Da je smrt edini izhod.;Da je smrt edini izhod.;Da naš svet ni resničen.
Mal, nikar!;Mal, nikar!;Ne, ne, nikar!;Mal, ne!
Jezus!;Jezus!;Jezus Kristus!;Hej!
Okužil si moj um.;Okužil si moj um.;Zaupaj mi.;Poslušaj me.
-Skušal sem te rešiti.;-Skušal sem te rešiti.;-Ne smem ti povedati.;-Cobb, tega ne moreš storiti.
Izdal si me, a se lahko pokesaš.;Saj veš kako mi je, a ne morem ti več zaupati.;Saj veš, da tega ne morem storiti.;Osvobajam te krivde, ker si se odločil, da ju zapustiš.
Še vedno se lahko držiš obljube.;Še vedno se lahko držiš obljube.;A se lahko poboljšaš.;Bolj se boš moral potruditi.
Še vedno sva lahko skupaj.;Še vedno sva lahko skupaj.;V mojih sanjah sva še vedno skupaj.;Zato, ker bova skupaj.
Tukaj.;Tukaj.;Za tabo.;Semkaj.
V svetu, ki sva ga skupaj zgradila.;V svetu, ki sva ga skupaj zgradila.;Zgradila sva si lasten svet.;Ustvarjala sva, zgradila sva si svoj svet.
Cobb, dobiti morava Fischerja.;Cobb, dobiti morava Fischerja.;Predstavljam ti gospoda Cobba.;Daj, pomisli na Phillipo.
Ne morete ga imeti.;Ne morete ga imeti.;Morda pa ne želite videti.;Imate, po kar ste prišli.
Če ostanem tu, mu boš pustila oditi?;Če ostanem tu, mu boš pustila oditi?;Moraš skrbeti za Fisherja, ko grem nastavit eksploziv, prav?;Ti lahko zaupam, pa karkoli že naj se zgodi?
-O čem pa govoriš?;-O čem pa govoriš?;-A se hecaš?;-Aja?
Fisher je na verandi.;Še nekdo je notri.;Ta je Phillipa.;Fisher je živ.
Pojdi preverit, če je živ, Ariadne.;Pojdi preverit, če je res, Ariadne.;Ti, pridi, greva ga pretrest.;Ne počni tega, Mal, prosim te.
-Cobb, tega ne moreš storiti.;-Cobb, tega ne moreš storiti.;-Mal, prekleto, ne počni tega.;-Skušal sem te rešiti.
Preverit pojdi, če je živ.;Preveri, če je živ.;Pojdi odpret sef.;Mal, prosim te, poglej me.
Takoj.;Takoj.;Takoj.;Enako.
Pojdi.;Pojdi.;Vrni se.;Pojdi, pojdi.
Tu je.;Tu je.;Predsoba je.;Ja, mislim da.
In čas je, ampak, takoj moraš priti!;In čas je, ampak, takoj moraš priti!;Takoj moraš iti!;Prosim, moraš ostani tukaj!
Odvedi Fischerja s sabo, prav?;Odvedi Fischerja s sabo, prav?;Moraš skrbeti za Fisherja, ko grem nastavit eksploziv, prav?;Vrni se v sobo, prav?
-Ne moreš ostati tukaj, da bi bil z njo.;-Ne moreš ostati tukaj, da bi bil z njo.;-Ne moreš graditi, ker, če poznaš labirint, ga pozna tudi ona.;-Skušaš jo obdržati živo.
Ne bom.;Ne bom.;Ne ne bom.;Ne bo.
Saito je zdaj že mrtev, kar pomeni, da je nekje tu spodaj.;Saito je sedaj že mrtev, kar pomeni, da je nekje tu spodaj.;Ne vem, ali ne moreš, ali pa nočeš videti kaj se dogaja, a Cobb ima resne probleme, ki jih skuša pokopati tam spodaj.;Ne bi bil tukaj, če bi poznal kakšen drug način.
To pomeni, da ga moram najti.;To pomeni, da ga moram najti.;Ne bi bil tukaj, če bi poznal kakšen drug način.;Če opravim... če sploh lahko storim, hočem zagotovilo.
Ne morem več ostati z njo, ker ne obstaja.;Ne morem več ostati z njo, ker ne obstaja.;Hoče me spet imeti tam spodaj ob sebi.;Vedeti moraš, da je ne morem nadzorovati.
Jaz sem edina stvar, v katero še verjameš.;Jaz sem edina stvar, v katero še verjameš.;In tu te potrebujem.;Če opravim... če sploh lahko storim, hočem zagotovilo.
Želel bi ...;Želel bi...;Enostavno je...;Moraš...
Želel bi si bolj kot karkoli, toda ... ne morem si te zamišljati z vso to tvojo zapletenostjo.;Želel bi si bolj kot karkoli, toda... Ne morem si te zamišljati z vso to tvojo zapletenostjo.;Preden me začneš nadlegovati rekoč, da je nemogoča... Ne, čisto mogoča je.;Hočeš torej, naj še nekomu dopustim slediti v tvojo fantazijo.
Z vso tvojo popolnostjo, z vsemi nepopolnostmi ...;Z vso tvojo popolnostjo, z vsemi nepopolnostmi...;Si samo senca moje prave žene.;Želel bi si bolj kot karkoli, toda... Ne morem si te zamišljati z vso to tvojo zapletenostjo.
Si v redu?;Si v redu?;Si v redu?;Si v redu?
Poglej se.;Poglej se.;Obrni se.;Pojdi.
Le senca si.;Le senca si.;Ni kot ti.;Nič ti ni.
Si samo senca moje prave žene.;Si samo senca moje prave žene.;Hočeš torej, naj še nekomu dopustim slediti v tvojo fantazijo.;Saj veš kako mi je, a ne morem ti več zaupati.
Najboljše si, kar sem lahko storil, ampak ...;Najboljše si, kar sem lahko storil, ampak...;Nikdar, nikoli nisi opravil, kar sem zahteval.;Ne, pač pa sem...
Žal mi je, pač nisi dovolj dobra.;Žal mi je, pač nisi dovolj dobra.;Žal mi je zaradi tvoje noge, ne bo se ponovilo.;Saj veš, da tega ne morem storiti.
Je tole čutiti resnično?;Je tole čutiti resnično?;Je varno zate, da si tukaj?;Občutite to?
Kaj počenjaš?;Kaj počneš?;Kaj počneš?;Kaj počneš tu?
Improviziram.;Improviziram.;Ne maram vlakov.;Slišim, ja.
Ne, ne, nikar!;Ne, ne, nikar!;Nikar, ne, ne!;Ne, nikar!
Pojdi odpret sef.;Pojdi odpret sef.;Daj, stopi nazaj noter.;Velja, stopi nazaj noter.
Ajde, pojdi, pojdi.;Pojdi, pojdi.;Pojdi.;Ej, model, kaj ko bi... -Odidi.
Razoča ... Razo ... sem.;Razoča... Razo... sem.;Torej... Ja, jaz... Obdelujem svoj totem.;Ne, ne... Razočaran sem... Da skušaš biti.
Razočaran.;Razočaran.;Jaz sem starec... Zagrenjen.;Občutim krivdo, Mal.
Vem, oče.;Vem, oče.;Poglej, povedal sem ti.;Ne, vem.
-Razoča ... Vem, da si razočaran.;-Razoča... Vem, da si razočaran.;-Ne, ti greš z mano.;-Ne smem ti povedati.
Da ne morem biti ti.;Da ne morem biti ti.;Izpustiti te moram.;Ne bi smela biti tu.
Ne.;Ne.;Ne.;Ne.
Ne, ne ... Razočaran sem ... da skušaš biti.;Ne, ne... Razočaran sem... Da skušaš biti.;Preden me začneš nadlegovati rekoč, da je nemogoča... Ne, čisto mogoča je.;Želel bi si bolj kot karkoli, toda... Ne morem si te zamišljati z vso to tvojo zapletenostjo.
Kaj?;Kaj?;Kaj?;Kaj?
Daj, daj ... 528491 ODPRI POSLEDNJA VOLJA IN TESTAMENT To je trzaj, Ariadne!;Daj, daj... 528491 ODPRI POSLEDNJA VOLJA IN TESTAMENT To je trzaj, Ariadne!;Mal, poslušaj me!;Ej, model, kaj ko bi... -Odidi.
Takoj moraš iti!;Takoj moraš iti!;In čas je, ampak, takoj moraš priti!;Takoj pojdi v predsobo!
Ne izgubi se!;Ne izgubi se!;Nikar, ne, ne!;Pojdi... Izpelji do konca!
Poišči Saita in ga privedi nazaj!;Poišči Saita in ga privedi nazaj!;Pojdi... Izpelji do konca!;Takoj pojdi v predsobo!
Bom!;Bom!;Mal!;Tam!
Oh, Mel ... -Se spomniš, ko si me zaprosil za poroko?;Oh, Mel... -Se spomniš, ko si me zaprosil za poroko?;Se spomniš, ko si me zaprosil za poroko?;-Zakaj... Kako, da se nisem zbudila?
Da.;Da.;-Da.;-Da.
-Rekel si, da si sanjal, da se bova skupaj postarala.;-Rekel si, da si sanjal, da se bova skupaj postarala.;-Ne moreš ostati tukaj, da bi bil z njo.;-No, zamisli si, da oblikuješ zgradbo.
In tudi sva se.;In tudi sva se.;Ampak... Debatirala sva vsaj kakšno uro.;Počutila sva se kot bogova.
Sva se, se ne spomniš?;Sva se, se ne spomniš?;Ljubica, kaj se greš?;Ježeš... Kako sta zdržala?
Pogrešam, te bom bolj, kot lahko prenašam, toda ... imela sva svoj skupni čas.;Pogrešal, te bom bolj, kot lahko prenašam, toda... Imela sva svoj skupni čas.;Kot sem ti rekel, imela sva veliko časa.;Moram se vrniti k najinima otrokoma, ker si ju zapustila.
In moram te izpustiti.;In moram te izpustiti.;In tu te potrebujem.;Saj veš, da tega ne morem storiti.
Izpustiti te moram.;Izpustiti te moram.;Da ne morem biti ti.;Ne morem ti dopustiti, da ga uničiš.
Žal mi je, Robert.;Žal mi je, Robert.;Žal mi je.;Žal mi je.
Veš, oporoka pomeni, da oče hoče, da sem samostojen človek.;Veš, oporoka pomeni, da oče hoče, da sem samostojen človek.;Saj veš, da tega ne morem storiti.;Hočem, da se odloči deliti očetov imperij.
Ne da živim samo zanj.;Ne, da živim samo zanj.;Ne vem če zmore, ampak vem, da noče.;Če opravim... če sploh lahko storim, hočem zagotovilo.
In to bom tudi storil, stric Peter.;In to bom tudi storil, stric Peter.;Tvoje priznanje je vedno cenjeno, Arthur.;Poskrbel bom za tole.
Kaj se je zgodilo?;Kaj se je zgodilo?;Kaj se je zgodilo?;Kaj se je tu zgodilo?
-Cobb je ostal.;-Cobb je ostal.;-Zaupal sem mu.;-11 let sem imel, stric Peter.
Z Mal?;Z Mal?;Stric Peter?;Mar sanjava?
-Ne, Saita išče.;-Ne, Saita išče.;-Ne, nisi ti.;-Ne, ne.
Izgubil se bo.;Izgubil se bo.;Vrnila se bo.;Ko se prebudi, bo povsem brez uma.
Ne, vse bo v redu z njim.;Ne, vse bo v redu z njim.;Vse je v redu s tabo.;Vem, kaj je resnično, Mal.
Si me prišel ubit?;Si me prišel ubit?;Si prišel sem, da bi me ubil?;Me slišiš?
Nekoga čakam.;Nekoga čakam.;Imam nekoga boljšega.;Te dolgočasim.
Nekoga iz napol pomnjenih sanj.;Nekoga iz napol pozabljenih sanj?;Nekaj globoko v sebi.;Z drugačnim zasledovalcem.
Cobb?;Cobb?;Cobb?;Cobb?
Nemogoče.;Nemogoče.;Nemogoče.;Prekleto.
Skupaj sva bila mladeniča.;Skupaj sva bila mladeniča.;Skupaj sva delala.;Delala sva mnogo let.
Jaz sem starec ... Zagrenjen Čakajoč, da umrem sam, a?;Čakajoč, da umrem sam, a?;Sploh ne gre razmišljati o begu dokler pomirjevalo... Kako dolgo, Yusuf?;Torej... Ja, jaz... Obdelujem svoj totem.
Vrnil sem se pote ... da te nečesa spomnim.;Vrnil sem se pote... Da te nečesa spomnim.;Škoda, res sem hotel vedeti, kaj se bo zgodilo tamle notri.;Mislila sem, da me morda pogrešaš.
Nečesa, kar si nekoč vedel.;Nečesa, kar si nekoč vedel.;Ne, da bi se jo zavedal.;Rekel si, da si sanjal.
Da ta svet ni resničen.;Da ta svet ni resničen.;Da naš svet ni resničen.;Da njen svet ni resničen.
Prepričat me, da izpolnim najin dogovor?;Prepričat me, da izpolnim najin dogovor?;Če ostanem tu, mu boš pustila oditi?;Tiralica na mojo glavo, me hočejo mrtvega ali živega?
Da kreneš z vero, da.;Da kreneš z vero.;Veš, kam upaš da te popelje, ampak, nisi povsem prepričan.;Jaz sem edina stvar, v katero še verjameš.
Vrni se.;Vrni se.;Pomiri se.;Obrni se.
Da bova spet lahko mladeniča.;Da bova spet lahko mladeniča.;Da se bova skupaj starala.;Rekel si, da bova skupaj!
Vrni se z mano.;Vrni se z mano.;Daj, stopi nazaj noter.;Stopi nazaj, da se pogovoriva o tem.
Vrni se ... Bi vročo brisačko, gospod?;Vrni se... Bi vročo brisačko, gospod?;Sploh ne gre razmišljati o begu dokler pomirjevalo... Kako dolgo, Yusuf?;Vrni se v sobo, prav?
Čez 20 minut bomo pristali v Los Angelesu.;Čez 20 minut bomo pristali v Los Angelesu.;Opravili bomo posel pred naslednjim trzajem.;Spravili naju bodo v kombi in utopili v reki.
Potrebujete carinski obrazec?;Potrebujete carinski obrazec?;-Potrebujete carinski obrazec.;Lahko to storite?
Hvala.;Hvala.;Hvala.;Hvala.
Vročo brisačko, gospod?;Vročo brisačko, gospod?;Vrni se... Bi vročo brisačko, gospod?;Rabite prevoz, gospod Cobb?
Ne.;Ne.;Ne.;Ne.
-Potrebujete carinski obrazec.;-Potrebujete carinski obrazec.;Potrebujete carinski obrazec?;-Saditev nima nič opraviti z dorečenostjo.
Dobrodošli doma, gospod Dobb.;Dobrodošli doma, gospod cobb.;Prihaja gospod Charles.;Pojdi spat, gospod Eames.
-Hvala, gospod.;-Hvala, gospod.;-Hvala ti za sodelovanje, Arthur.;-Ja, se opravičujem.
DOBRODOŠLI V ZDRUŽENIH DRŽAVAH Dobrodošel.;DOBRODOŠLI V ZDRUŽENIH DRŽAVAH Dobrodošel.;Dobrodošli doma, gospod cobb.;Veseli me, da vas spet vidim.
Semkaj.;Semkaj.;Kavo.;Tukaj.
James?;James?;James?;Eames?
Phillipa?;Phillipa?;Phillipa?;Ariadne?
Poglejta kdo je prišel.;Poglejta kdo je prišel.;Kdo je le v redu?;Pa poglejmo, kaj lahko storiš.
Hoj, mulčka.;Hej, otročička.;Vidiš?;Vidiš?
-Očka, očka!;-Očka, očka!;-Mal, poglej me!;-Mal, hudič prekleti!
Kako sta?;Kako sta?;Kako sta?;Ja, halo?
-Oči!;-Oči!;-Prebudite me!;-Prebudite me!
-Kako kaj?;-Kako kaj?;-Za kaj?;-Kaj?
Tamle!;Eames!;Eames!;Eames!
Poglej, kaj delam.;Poglej, kaj delam.;Veš, kaj ponujam.;Veš, kaj moram storiti.
Kaj delaš?;Kaj delaš?;Kaj delaš tukaj?;Kaj delaš tu, Dom?
-Hišico gradim tam zunaj.;-Hišico gradim tam zunaj.;-Nobene kombinacije ne poznam.;-Prav vse, se me tiče.
Tam zunaj?;Tam zunaj?;Brez nadležnih dvomov?;V Ameriko?
Mi jo pokažeš?;Mi jo pokažeš?;Me slišiš?;Naj te nekaj vprašam?
Le pridi.;Le pridi.;Pridi.;Pridi.
prevod & priredba resuRRection;IZVOR Prevod in priredba: resuRRection Dopolnil, uredil in priredil: djrecor Tehnična obdelava: DrSi & ST4R;Obup.;"Temu se reče ""izvlek""."
GLADIATOR Na vrhuncu moči se je Rimsko cesarstvo raztezalo od afriških puščav do meja severne Anglije.;GLADIATOR Na višku svoje moči se je širno Rimsko cesarstvo raztezalo od afriških puščav do meja severne Anglije.;Pozimi leta 180 se je boj cesarja Marka Avrelija proti barbarskim plemenom v Germaniji bližal koncu.;Več kot četrt svetovnega prebivalstva je živelo pod cesarjevo vladavino.
Več kot četrtina svetovnega prebivalstva je živela in umirala pod cesarjevo vladavino.;Več kot četrt svetovnega prebivalstva je živelo pod cesarjevo vladavino.;Kruti plačanci in vojščaki vseh surovih narodov so se uklonili surovemu uničenju, podjarmljenju.;Nobena rimska vojska še ni vstopila v Rim v 100 letih.
Pozimi leta 180 se je 12-letni boj cesarja Marka Avrelija proti barbarskim plemenom v Germaniji bližal h koncu.;Pozimi leta 180 se je boj cesarja Marka Avrelija proti barbarskim plemenom v Germaniji bližal koncu.;GLADIATOR Na višku svoje moči se je širno Rimsko cesarstvo raztezalo od afriških puščav do meja severne Anglije.;Na pusti ravnini Zama so stale nepremagljive armade barbarskega Hanibala.
Le še ena trdnjava je stala na poti rimskega zmagoslavja in zagotovitvi miru po vsem cesarstvu.;Zgolj ena trdnjava stoji nasproti rimskemu zmagoslavju in zagotovitvi miru po vsem cesarstvu.;Na pusti ravnini Zama so stale nepremagljive armade barbarskega Hanibala.;Rim je bil navsezadnje ustanovljen kot republika.
GERMANIJA Gospod.;GERMANIJA Gospod.;-Domov.;-Domov.
-General.;-General.;-General.;General.
General.;General.;General.;General.
-Gospod.;-Gospod.;-Gospodar.;Gospod.
General.;General.;General.;General.
Gospod.;Gospod.;Gospod.;Oče.
Suhi in lačni.;Suhi in lačni.;-Debeli in zdolgočaseni.;Zvesti cesarju.
Še vedno nič?;Še vedno nič?;Ampak bi?;Ali naj?
-Nobenega znaka.;-Ene najboljših.;-To ne more biti res.;-Ne, otrok.
Kako dolgo ga že ni?;Zakaj je še živ?;Še vedno nič?;-Kako dolgo ga že ni?
-Skoraj dve uri.;-Dve uri.;-Vso zimo.;-Umira že 10 let.
Se bodo bojevali, gospod?;Se bodo bojevali, gospod?;Zakaj si oborožen, Kvint?;Ali imajo tako lepe ljubice, Gaj.
-Kmalu bomo izvedeli.;-Kmalu bomo izvedeli.;-Smo že.;-Zate že jutri.
Vojak, ukazal sem ti, da premakni katapulte naprej.;Vojak, ukazal sem ti, da premakni katapulte naprej.;Gladiator, cesar želi govoriti s teboj.;Vedel sem, da bo tvoj brat poslal morilce.
Zunaj dosega so.;Izven dosega so.;Vsi to pravijo, dokler niso tam zunaj.;Samo jedo, parijo pa se ne.
Niso.;Niso.;Ja.;Ja.
Nevarnost za konjenico... -Je sprejemljiva.;Nevarnost za konjenico ... -Je sprejemljiva.;To je dovolj.;Lahko barantam.
Je res?;Se strinjaš?;Zakaj je še živ?;Si vedel?
Nočejo se predati.;Ne želijo se predati.;Nasprotujejo mu, pa vendar ne storijo nič.;Vsak dan ko je živ, so bolj drzni.
Mirno!;Držite!;Držite!;Držite.
Morali bi vedeti, kdaj so premagani.;Ljudje bi morali vedeti, kdaj so premagani.;Konec koncev smo vsi mrtvi možje.;Vsi to pravijo, dokler niso tam zunaj.
Bi vedel ti, Kvint?;Si vedel?;Zakaj si oborožen, Kvint?;Ali res ne razumeš?
Bi jaz?;Bi jaz?;Ampak bi?;Bi se boril z menoj?
Moč in čast.;Moč in čast.;Moč in čast.;-Moč in čast.
Na moj znak odprite pekel.;Umirite se, prosim.;Dovoli, da ti pomagam.;Naj vidim tvoj obraz.
Pripravite katapulte.;Pripravite katapulte.;Na levi naredite kolono!;Pripravite orožje!
Pehota gre naprej.;Pehota gre prva.;Gospa je opravila svoje.;Leži na dnu oceana, kakor da je ranjena.
Lokostrelci pripravljeni.;Lokostrelci pripravljeni.;Komod Sočutni.;Suhi in lačni.
-Lokostrelci!;-Lokostrelci!;-Maksim!;-Izstrelite!
Pripravite se!;Pridite sem!;Odprite vrata!;Pripravite puščice!
-Pripravite se!;-Smo že.;-Kmalu bomo izvedeli.;-Zate že jutri.
Lokostrelci!;-Lokostrelci!;Bratje!;Proksim!
Čez tri tedne bom žel svoj pridelek.;Čez tri tedne bom žel svoj pridelek.;Do sončnega zahoda naslednji dan se bom vrnil s 5000 možmi.;Še tri konje potrebujem.
Pomislite, kje boste, in tako bo.;Predstavljajte si, kje boste vi, in to se bo uresničilo.;Ostanite usklajeni.;Potrebujem le nekaj trenutkov, zato ne bodite lahkomiselni.
Ostanite v formaciji!;Držite formacijo!;Držite formacijo!;Držite formacijo!
Ostanite z mano!;Ostanite z menoj!;Ostanite z menoj!;Ostanite z menoj!
Če se boste znašli sami na konju na zelenih poljanah, in vam bo sonce božalo obraz, naj vas ne skrbi, saj boste v Eliziju in mrtvi!;Če se znajdete sami na konju in jezdite po zelenih poljih ter vam sonce boža obraz, naj vas ne skrbi, saj ste v Eliziju in že mrtvi!;Danes se bomo spomnili posvečenega starega veka, ko bomo poustvarili drugi padec mogočne Kartagine!;Vaš cesar vam z zadovoljstvom predstavlja barbarsko hordo!
Bratje... Kar storimo v življenju, odmeva v večnosti.;Bratje ... Kar storimo v življenju, odmeva za vekomaj.;Dotlej pa ... Smo ubogljivi, pokorni.;Vi pa ... Ostanite živi, sicer bom jaz umrl.
Napnite!;Izstrelite!;Izstrelite!;Potegnite!
Katapulti so nared, gospod.;Katapulti so nared, gospod.;Skoraj smo tam, gospod.;Tukaj te bomo počakali, Maksim.
Lokostrelci, prižgite puščice.;Tisti na levi, vzemite ščite!;Tisti na desni, vzemite meče!;Lokostrelci, napnite loke!
Prižgite!;Pripravite orožje!;Odprite vrata!;Pripravite puščice!
-Prižgite!;-Napolnite!;-Pojdimo.;-Hitro!
Lokostrelci, napnite loke!;Lokostrelci, napnite loke!;Napnite loke!;Lokostrelci, zanetite puščice.
Strel!;Meč!;Štiri!;Stražar!
Naprej!;Naprej!;Nazaj!;Dajmo!
Ostanite v formaciji!;Držite formacijo!;Držite formacijo!;Držite formacijo!
Ostanite v formaciji!;Držite formacijo!;Držite formacijo!;Držite formacijo!
Strel!;Meč!;Štiri!;Stražar!
-Napolnite!;-Napolnite!;-Napnite!;-Najdite me!
Ostanite ob meni!;Ostanite z menoj!;Ostanite z menoj!;Ostanite z menoj!
Ostanite ob meni!;Ostanite z menoj!;Ostanite z menoj!;Ostanite z menoj!
Zmaga Rimu!;Zmagoviti Rim!;Zmagoviti Rim!;Zmagali smo!
Zmaga Rimu!;Zmagoviti Rim!;Zmagoviti Rim!;Zmagali smo!
Misliš, da res umira?;Misliš, da zares umira?;Te lahko sliši?;Ali res ne razumeš?
Umira že deset let.;Kmalu bo dopolnil osem let.;Že 19 dni jih ni.;Vsem kljubuje.
Če ne bi res umiral, ne bi poslal po naju.;Če ne bi zares umiral, ne bi poslal po naju.;In velika vlačuga naju bo dojila, dokler bova zadovoljna in rejena in ne bo mogla več.;Vem, da bi umrl zaradi časti.
Mogoče naju pogreša.;To bi ji bilo všeč.;Kljubuje ti.;-Mogoče naju pogreša.
-Pa senatorji?;-Ja?;-Kako?;-Uboga sestra.
Ne bi poslal ponje, če... -Prosim te, Komod.;Ne bi poslal ponje, če ... -Ustavi konje, Komod.;Cesar, vaše življenje ... -Prosim, ne kliči me tako.;Gladiator, cesar želi govoriti s teboj.
Po dveh tednih kovanja načrtov me že boli glava.;Po dveh tednih tvojega stalnega kovanja načrtov me že boli glava.;Zaradi vseh želja imam tako hud glavobol.;Ko se zmrači, me je strah iti ven.
Sprejel je odločitev.;Sprejel je odločitev.;Gospa je opravila svoje.;Cesar je tako naročil.
Oznanil jo bo.;Oznanil jo bo.;Čebelica mu je povedala čisto vse.;Gospa je opravila svoje.
Imenoval me bo.;Mene bo imenoval.;Lucij bo zdaj ostal z menoj.;Bodril te bom.
Prva stvar ki jo bom storil, ko... Počastil ga bom z igrami, vrednimi Njegovega veličanstva.;Prva stvar, ki jo bom storil, ko ... Počastil ga bom z igrami, vrednimi Njegovega Visočanstva.;In maščeval se bom za to, naj bo v tem ali naslednjem življenju.;In če me njegova mati zgolj pogleda na način, ki mi ni po godu, bo umrl.
Jaz pa se bom najprej okopala.;Jaz pa se bom skopala.;Čas je, da grem.;Potem bom končal.
Vaše veličanstvo?;Vaše visočanstvo?;-Visočanstvo.;-Visočanstvo.
Skoraj smo že tam, gospod.;Skoraj smo tam, gospod.;Katapulti so nared, gospod.;Tukaj te bomo počakali, Maksim.
